model,clouds,total_points,total_patches,total_inference_time_s,mean_inference_time_per_cloud_s,points_per_second,patches_per_second
PointNet++,78,3631106,931,112.49547411700007,1.4422496681666677,32277.796315818854,8.275888495138217
