model,clouds,total_points,total_patches,total_inference_time_s,mean_inference_time_per_cloud_s,points_per_second,patches_per_second
DGCNN,78,3631106,931,37.96907790599977,0.4867830500769201,95633.24158120318,24.51995284965522
